Booking ID,Status,Activity / Add-On,First Name,Last Name,Tickets / Items,Purchase Date,Activity Date,Activity Time,Promotion Code,Voucher Code,Bookings,Guests,List Price,Discount,Customer Fees,Total,Payable To You,Your Net Revenue,Notes,Payout Date,Payout Transaction ID
B-3ZKWWEW,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-05-18,2023-05-18,9:15pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.78,$16.58,,2023-05-23,100536055044899
B-3ZKWWEW,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-18,2023-05-18,9:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-05-23,100536055044899
B-3ZKWWEW,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-18,2023-05-18,9:15pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-05-23,100536055044899
B-V4JRJJM,canceled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-17,2023-05-18,4:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-05-22,100536055005426
B-V4JRJJM,canceled,Large Item,XXXXX,XXXXX,Refund,2023-05-22,2023-05-18,4:30pm,,,0,0,-$1.05,$0.00,-$0.13,-$1.19,-$1.10,-$1.03,,2023-05-25,100536055142000
B-V4JRJJM,canceled,Video,XXXXX,XXXXX,1x Video,2023-05-17,2023-05-18,4:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-05-22,100536055005426
B-V4JRJJM,canceled,Video,XXXXX,XXXXX,Refund,2023-05-22,2023-05-18,4:30pm,,,0,0,-$1.05,$0.00,-$0.13,-$1.19,-$1.10,-$1.03,,2023-05-25,100536055142000
B-RAN3G6W,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-18,2023-05-18,8:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-05-23,100536055044899
B-RAN3G6W,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-18,2023-05-18,8:15pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-05-23,100536055044899
B-Y6RJMZP,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-17,2023-05-19,10:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-05-22,100536055005426
B-DPJ9A4M,fulfilled,Color bomb,XXXXX,XXXXX,4x (1) Color Bomb,2023-05-14,2023-05-19,4:00pm,,,1,0,$34.00,$0.00,$4.44,$38.44,$35.60,$33.20,,2023-05-18,100536054891201
B-DPJ9A4M,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-14,2023-05-19,4:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-05-18,100536054891201
B-DPJ9A4M,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-14,2023-05-19,4:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-05-18,100536054891201
B-RANWXWE,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-05-19,2023-05-19,7:45pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.88,$19.48,,2023-05-24,100536055095706
B-WNVMV9E,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-05-19,2023-05-19,10:15pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.92,$19.52,,2023-05-24,100536055095706
B-RAN8WX8,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-17,2023-05-20,4:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-05-22,100536055005426
B-RAN8WX8,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-17,2023-05-20,4:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-05-22,100536055005426
B-4RWXXKA,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-20,2023-05-20,7:45pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-05-25,100536055142000
B-4RWXXKA,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-20,2023-05-20,7:45pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-05-25,100536055142000
B-RAN97DX,canceled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-18,2023-05-20,5:15pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-05-23,100536055044899
B-RAN97DX,canceled,FUBAR Booster,XXXXX,XXXXX,Refund,2023-05-20,2023-05-20,5:15pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.33,-$29.23,,2023-05-25,100536055142000
B-EJ6XXN9,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-20,2023-05-20,7:15pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-05-25,100536055142000
B-EJ6XXN9,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-20,2023-05-20,7:15pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.39,$29.29,,2023-05-25,100536055142000
B-X97AMXY,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-21,2023-05-21,12:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-05-25,100536055142000
B-EJ4EAW9,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-19,2023-05-21,4:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-05-24,100536055095706
B-JERJMGX,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-22,2023-05-22,6:45pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.67,-$14.62,,,
B-JERJMGX,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-22,2023-05-22,6:45pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-05-25,100536055142000
B-JERJMGX,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-05-22,2023-05-22,6:45pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-05-25,100536055142000
B-JERJMGX,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-22,2023-05-22,6:45pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-05-25,100536055142000
B-GJ5RAMN,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-05-23,2023-05-23,4:00pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-05-25,100536055142000
B-GJ5RAMN,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-23,2023-05-23,4:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-05-25,100536055142000
B-GJ5RAMN,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-23,2023-05-23,4:00pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-05-25,100536055142000
B-EJ4ENEJ,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-05-19,2023-05-23,7:00pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.87,$8.27,,2023-05-24,100536055095706
B-NZD8PW4,fulfilled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-05-22,2023-05-23,9:00pm,,,1,0,$60.00,$0.00,$7.80,$67.80,$62.79,$58.59,,2023-05-25,100536055142000
B-NZD8PW4,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-22,2023-05-23,9:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-05-25,100536055142000
B-NZD8PW4,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-05-22,2023-05-23,9:00pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.80,$16.60,,2023-05-25,100536055142000
B-NZD8PW4,fulfilled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-05-23,2023-05-23,9:00pm,,,0,0,-$60.00,$0.00,-$7.80,-$67.80,-$62.79,-$58.59,,,
B-AGD9GKP,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-23,2023-05-24,4:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-05-26,100536055191135
B-AGD9GKP,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-24,2023-05-24,4:00pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.65,-$14.60,,,
B-4RV344P,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-05-22,2023-05-25,4:00pm,,,1,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-05-25,100536055142000
B-4RV344P,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-05-22,2023-05-25,4:00pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-05-25,100536055142000
B-4RV344P,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-22,2023-05-25,4:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-05-25,100536055142000
B-ZG8YY73,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-25,2023-05-25,9:15pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-05-31,100536055377872
B-ZG8YY73,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-05-25,2023-05-25,9:15pm,,,1,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-05-31,100536055377872
B-DP9ARMG,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-05-25,2023-05-25,6:30pm,,,1,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-05-31,100536055377872
B-AGD7AXW,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-20,2023-05-26,7:45pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-05-25,100536055142000
B-77A7P8G,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-23,2023-05-26,8:45pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.32,$29.22,,2023-05-26,100536055191135
B-77A7P8G,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-23,2023-05-26,8:45pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-05-26,100536055191135
B-77A7P8G,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-26,2023-05-26,8:45pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.32,-$29.22,,,
B-77ANGEM,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-25,2023-05-26,5:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-05-31,100536055377872
B-77ANGEM,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-26,2023-05-26,5:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.44,$9.74,,2023-06-01,100536055470375
B-ZG8R7RE,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-26,2023-05-27,9:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-06-01,100536055470375
B-ZG8R7RE,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-27,2023-05-27,9:00pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.33,-$29.23,,,
B-DP9AXMP,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-05-25,2023-05-27,10:30pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.92,$19.52,,2023-05-31,100536055377872
B-DP9AXMP,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-27,2023-05-27,10:30pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.69,-$14.64,,,
B-DP9AXMP,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-25,2023-05-27,10:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-05-31,100536055377872
B-DP9AXMP,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-25,2023-05-27,10:30pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.39,$29.29,,2023-05-31,100536055377872
B-DP9AXMP,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-27,2023-05-27,10:30pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.39,-$29.29,,,
B-DP9XG8V,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-25,2023-05-27,4:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-05-31,100536055377872
B-JE5Z8GV,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-05-17,2023-05-27,3:00pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.94,$19.54,Happy birthday alex,2023-05-22,100536055005426
B-4RWWX3N,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-05-14,2023-05-27,8:00pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-05-18,100536054891201
B-4RWWX3N,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-14,2023-05-27,8:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-05-18,100536054891201
B-4RWWX3N,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-05-14,2023-05-27,8:00pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-05-18,100536054891201
B-ZG85KVD,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-26,2023-05-27,6:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-06-01,100536055470375
B-Y6PY78E,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-05-28,2023-05-28,12:00pm,,,0,0,$20.00,$0.00,$1.40,$21.40,$20.92,$19.52,,2023-06-01,100536055473686
B-P586EW9,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-29,2023-05-29,8:45pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.41,-$29.31,,,
B-P586EW9,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-26,2023-05-29,8:45pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.41,$29.31,,2023-06-01,100536055470375
B-9XWN99X,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-27,2023-05-29,5:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-06-01,100536055473686
B-9XWN99X,fulfilled,Video,XXXXX,XXXXX,Refund,2023-05-29,2023-05-29,5:30pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.65,-$14.60,,2023-06-01,100536055473686
B-GJ5DGGD,fulfilled,Wreck It Tee,XXXXX,XXXXX,1x Wreck It Tee,2023-05-25,2023-05-29,4:30pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-05-31,100536055377872
B-GJ5DGGD,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-29,2023-05-29,4:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.62,$14.57,,2023-06-01,100536055473686
B-GJ5DGGD,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-05-25,2023-05-29,4:30pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.10,$1.96,,2023-05-31,100536055377872
B-GJ5DGGD,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-25,2023-05-29,4:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-05-31,100536055377872
B-GJ5DGGD,fulfilled,Wreck It Tee,XXXXX,XXXXX,1x Wreck It Tee,2023-05-29,2023-05-29,4:30pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.35,-$29.25,,,
B-MEWYK9V,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-05-22,2023-05-30,7:00pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.89,$8.29,,2023-05-25,100536055142000
B-GJ5MDDV,fulfilled,FUBAR Booster,XXXXX,XXXXX,2x BOOSTER,2023-05-31,2023-05-31,9:00pm,,,0,0,$60.00,$0.00,$7.80,$67.80,$62.82,$58.62,,2023-06-05,100536055601733
B-GJ5MDDV,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-31,2023-05-31,9:00pm,,,0,0,-$21.73,$0.00,-$2.82,-$24.56,-$22.76,-$21.24,,,
B-GJ5MDDV,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-31,2023-05-31,9:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.47,$9.77,,2023-06-05,100536055601733
B-GJ5MDDV,fulfilled,Large Item,XXXXX,XXXXX,2x Large Item,2023-05-31,2023-05-31,9:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.42,$29.32,,2023-06-05,100536055601733
B-GJ5MDDV,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-31,2023-05-31,9:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.71,$14.66,,2023-06-05,100536055601733
B-GJ5MDDV,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-05-31,2023-05-31,9:00pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.94,$19.54,,2023-06-05,100536055601733
B-GJ5MDDV,fulfilled,Color bomb,XXXXX,XXXXX,4x (1) Color Bomb,2023-05-31,2023-05-31,9:00pm,,,0,0,-$34.00,$0.00,-$4.44,-$38.44,-$35.63,-$33.23,,,
B-GJ5MDDV,fulfilled,Color bomb,XXXXX,XXXXX,4x (1) Color Bomb,2023-05-31,2023-05-31,9:00pm,,,1,0,$34.00,$0.00,$4.44,$38.44,$35.63,$33.23,,2023-06-05,100536055601733
B-8PKJ7KJ,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-05-31,2023-06-02,7:30pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.87,$8.27,,2023-06-05,100536055601733
B-AGJ7D58,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-06-02,2023-06-02,7:15pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-06-07,100536055738500
B-AGJ7D58,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-02,2023-06-02,7:15pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-06-07,100536055738500
B-77JWGWA,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-02,2023-06-02,8:45pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-06-07,100536055738500
B-77JWGWA,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-02,2023-06-02,8:45pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.33,-$29.23,,,
B-RAM93WW,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-31,2023-06-02,6:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-06-05,100536055601733
B-V4X8NDE,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-06-03,2023-06-03,12:00pm,,,0,0,-$20.00,$0.00,-$2.60,-$22.60,-$20.89,-$19.49,,,
B-V4X8NDE,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-06-01,2023-06-03,12:00pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-06-06,100536055673676
B-V4X8NDE,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-06-01,2023-06-03,12:00pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.89,$19.49,,2023-06-06,100536055673676
B-P5WZD6Y,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-16,2023-06-03,1:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-05-19,100536054948245
B-P5WZD6Y,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-16,2023-06-03,1:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-05-19,100536054948245
B-P5WZD6Y,fulfilled,Large Item,XXXXX,XXXXX,2x Large Item,2023-05-16,2023-06-03,1:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.36,$29.26,,2023-05-19,100536054948245
B-WNP6RGE,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-03,2023-06-03,8:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-06-08,100536055785680
B-77JWPDG,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-06-03,2023-06-03,4:00pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.92,$19.52,,2023-06-08,100536055785680
B-67RW46Z,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-03,2023-06-03,6:00pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.35,-$29.25,,,
B-67RW46Z,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-01,2023-06-03,6:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-06-06,100536055673676
B-67RW46Z,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-01,2023-06-03,6:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-06-06,100536055673676
B-9X7Z58E,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-03,2023-06-03,9:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-06-08,100536055785680
B-673KJ7Z,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-06-02,2023-06-03,7:00pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-06-07,100536055738500
B-673KJ7Z,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-02,2023-06-03,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-06-07,100536055738500
B-RAPDZE9,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-06-03,2023-06-03,10:00pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.87,$19.47,,2023-06-08,100536055785680
B-RAPDZE9,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-03,2023-06-03,10:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.39,$29.29,,2023-06-08,100536055785680
B-RAPDZE9,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-06-03,2023-06-03,10:00pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.10,$1.96,,2023-06-08,100536055785680
B-RAPDZE9,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-06-03,2023-06-03,10:00pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.92,$19.52,,2023-06-08,100536055785680
B-RAPDZE9,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-06-03,2023-06-03,10:00pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.69,-$14.64,,,
B-RAPDZE9,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-06-03,2023-06-03,10:00pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.80,$16.60,,2023-06-08,100536055785680
B-RAPDZE9,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-03,2023-06-03,10:00pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.39,-$29.29,,,
B-RAPDZE9,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-06-03,2023-06-03,10:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-06-08,100536055785680
B-V4P9N7P,fulfilled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-06-04,2023-06-04,4:30pm,,,0,0,-$55.75,$0.00,-$7.25,-$63.00,-$58.31,-$54.41,,2023-06-08,100536055785680
B-V4P9N7P,fulfilled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-06-03,2023-06-04,4:30pm,,,0,0,$60.00,$0.00,$7.80,$67.80,$62.76,$58.56,,2023-06-08,100536055785680
B-V4P9N7P,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-03,2023-06-04,4:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-06-08,100536055785680
B-V4P4JA6,fulfilled,Video,XXXXX,XXXXX,Refund,2023-06-08,2023-06-04,3:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,-$0.02,-$0.02,,2023-06-13,100536056041927
B-V4P4JA6,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-04,2023-06-04,3:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-06-08,100536055785680
B-Y6N43EY,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-05,2023-06-05,6:45pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-06-08,100536055785680
B-3ZNJG9N,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-06-06,2023-06-07,9:00pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.87,$8.27,,2023-06-09,100536055864097
B-X979W8D,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-08,2023-06-08,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-05-11,100536054070860
B-JEP56W4,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-09,2023-06-09,8:30pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.33,-$29.23,,,
B-JEP56W4,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-06-09,2023-06-09,8:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-06-14,100536056310912
B-77JN7ZM,canceled,Video,XXXXX,XXXXX,Refund,2023-06-07,2023-06-10,8:30pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.70,-$14.65,,2023-06-12,100536055935360
B-77JN7ZM,canceled,Video,XXXXX,XXXXX,1x Video,2023-06-05,2023-06-10,8:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-06-08,100536055785680
B-RAP6ZX5,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-10,2023-06-10,8:00pm,,,0,0,$15.00,$0.00,$1.05,$16.05,$15.71,$14.66,,2023-06-15,100536056503224
B-RAPYYN5,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-06-05,2023-06-10,4:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-06-08,100536055785680
