Booking ID,Status,Activity / Add-On,First Name,Last Name,Tickets / Items,Purchase Date,Activity Date,Activity Time,Promotion Code,Voucher Code,Bookings,Guests,List Price,Discount,Customer Fees,Total,Payable To You,Your Net Revenue,Notes,Payout Date,Payout Transaction ID
B-NZZ7DG5,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-04,2023-01-04,17:45,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.24,$54.34,,,
B-7775J8V,confirmed,Fat Glass,XXXXX,XXXXX,2x Adult,2023-01-05,2023-01-05,19:30,,,0,0,$95.76,$0.00,$12.44,$108.20,$100.10,$93.40,,2023-01-10,100536046987574
B-7775J8V,confirmed,Fat Glass,XXXXX,XXXXX,2x Adult,2023-01-04,2023-01-05,19:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-09,100536046922878
B-AG97P7N,confirmed,Couples,XXXXX,XXXXX,2x Adult,2023-01-05,2023-01-05,19:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-10,100536046987574
B-AG97P7N,confirmed,Couples,XXXXX,XXXXX,2x Adult,2023-01-05,2023-01-05,19:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.23,$54.33,,,
B-MEEXVM8,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-06,2023-01-06,18:30,,,0,0,$25.01,$0.00,$3.24,$28.25,$26.13,$24.39,,,
B-MEEXVM8,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-06,2023-01-06,18:30,,,0,0,$30.75,$0.00,$4.00,$34.75,$32.07,$29.91,,,
B-77PWA5V,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-06,2023-01-06,21:00,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.90,$19.50,,,
B-77PWA5V,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-06,2023-01-06,21:00,,,0,0,$35.76,$0.00,$4.64,$40.40,$37.30,$34.80,,,
B-77PWA5V,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-06,2023-01-06,21:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.22,$43.12,,2023-01-11,100536047053433
B-RA7KVEE,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-01-06,2023-01-06,20:00,,,0,0,$73.62,$0.00,$9.57,$83.19,$76.98,$71.82,,,
B-RA7KVEE,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-01-05,2023-01-06,20:00,,,0,0,$66.36,$0.00,$8.64,$75.00,$69.38,$64.73,,2023-01-10,100536046987574
B-P55AEMK,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-04,2023-01-06,17:30,,,0,0,$88.48,$0.00,$11.52,$100.00,$92.53,$86.33,,2023-01-09,100536046922878
B-P55AEMK,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-06,2023-01-06,17:30,,,0,0,$51.52,$0.00,$6.68,$58.20,$53.81,$50.21,,,
B-GJJMN7G,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-06,2023-01-06,16:30,,,0,0,$51.52,$0.00,$6.68,$58.20,$53.84,$50.24,,,
B-GJJMN7G,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-02,2023-01-06,16:30,,,0,0,$88.48,$0.00,$11.52,$100.00,$92.58,$86.38,,2023-01-05,100536046811065
B-77R633W,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-06,2023-01-06,17:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.25,$54.35,,,
B-RAD35AX,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,4x Adult,2023-01-06,2023-01-06,21:00,,,0,0,$161.52,$0.00,$21.00,$182.52,$169.07,$157.75,,2023-01-11,100536047053433
B-4REZDR9,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-07,2023-01-07,16:30,,,0,0,$51.52,$0.00,$6.68,$58.20,$53.75,$50.15,,,
B-4REZDR9,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-05,2023-01-07,16:30,,,1,4,$88.48,$0.00,$11.52,$100.00,$92.48,$86.28,,2023-01-10,100536046987574
B-WNNJ337,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-01-02,2023-01-07,13:00,,,1,3,$66.36,$0.00,$8.64,$75.00,$69.29,$64.64,,2023-01-05,100536046811065
B-WNNJ337,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-01-07,2023-01-07,13:00,,,0,0,$73.62,$0.00,$9.57,$83.19,$76.97,$71.81,,,
B-ZGGYPDW,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-07,2023-01-07,17:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.26,$54.36,,,
B-MEGN9GJ,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-05,2023-01-07,12:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-10,100536046987574
B-MEGN9GJ,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-07,2023-01-07,12:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.23,$54.33,,,
B-WNDK7X4,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-08,2023-01-08,12:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.23,$54.33,,,
B-WNDK7X4,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-06,2023-01-08,12:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-11,100536047053433
B-AGPNKG8,confirmed,Couples,XXXXX,XXXXX,2x Adult,2023-01-08,2023-01-08,13:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,No show,2023-01-12,100536047086996
B-55G6WGN,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-08,2023-01-08,12:00,,,0,0,$51.52,$0.00,$6.68,$58.20,$53.75,$50.15,,,
B-V4K9DN4,fulfilled,Hammered,XXXXX,XXXXX,Refund,2023-01-18,2023-01-09,20:00,,,0,0,-$8.06,$0.00,-$1.04,-$9.10,-$8.36,-$7.80,,2023-01-23,100536047959197
B-V4K9DN4,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-01-09,2023-01-09,20:00,,,0,0,$8.06,$0.00,$1.04,$9.10,$8.36,$7.80,,,
B-V4K9DN4,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-01-08,2023-01-09,20:00,,,1,2,$61.94,$0.00,$8.06,$70.00,$64.65,$60.31,,2023-01-12,100536047086996
B-AG9APPD,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-11,2023-01-11,21:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.23,$54.33,,,
B-AG9APPD,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-11,2023-01-11,21:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-17,100536047722758
B-MEGX5EN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-11,2023-01-11,19:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-17,100536047722758
B-MEGX5EN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-11,2023-01-11,19:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.24,$43.14,,2023-01-17,100536047722758
B-V4KK5RN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-13,2023-01-13,21:00,,,1,2,$100.00,$0.00,$7.00,$107.00,$104.67,$97.67,,2023-01-19,100536047862542
B-KYGGE4V,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,4x Adult,2023-01-13,2023-01-13,19:00,,,0,0,$161.52,$0.00,$21.00,$182.52,$169.21,$157.89,,,
B-KYGGE4V,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,4x Adult,2023-01-10,2023-01-13,19:00,,,1,4,$88.48,$0.00,$11.52,$100.00,$92.48,$86.28,,2023-01-13,100536047456198
B-67G8YKR,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-13,2023-01-13,22:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.17,$43.07,,2023-01-19,100536047862542
B-67G8YKR,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-13,2023-01-13,22:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-19,100536047862542
B-77PY5AM,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-06,2023-01-13,20:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.24,$43.14,,2023-01-11,100536047053433
B-77PY5AM,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-13,2023-01-13,20:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-19,100536047862542
B-4RR7RED,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-13,2023-01-13,19:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-19,100536047862542
B-GJR95VN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-14,2023-01-14,13:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.23,$54.33,,,
B-RA77X99,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-14,2023-01-14,15:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-19,100536047863502
B-RA77X99,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-09,2023-01-14,15:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.20,$43.10,,2023-01-12,100536047086996
B-KYG9ENV,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-14,2023-01-14,12:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.25,$54.35,,,
B-KYG9ENV,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-14,2023-01-14,12:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.17,$43.07,,2023-01-19,100536047863502
B-MEGXM4J,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-14,2023-01-14,20:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.20,$54.30,,,
B-MEGXM4J,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-12,2023-01-14,20:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.26,$43.16,,2023-01-18,100536047801626
B-MEG3JGY,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-14,2023-01-14,17:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.25,$54.35,,,
B-MEG3JGY,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-13,2023-01-14,17:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-19,100536047862542
B-3ZE7YG4,canceled,Couples,XXXXX,XXXXX,2x Adult,2023-01-07,2023-01-14,12:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.23,$43.13,,2023-01-12,100536047086996
B-3ZE7YG4,canceled,Couples,XXXXX,XXXXX,Refund,2023-01-13,2023-01-14,12:00,,,0,0,-$44.24,$0.00,-$5.76,-$50.00,-$46.23,-$43.13,,2023-01-19,100536047862542
B-GJEDE8D,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-14,2023-01-14,20:00,,,0,0,$77.88,$0.00,$10.12,$88.00,$81.42,$75.97,,,
B-GJEDE8D,fulfilled,Couples,XXXXX,XXXXX,1x Adult,2023-01-12,2023-01-14,20:00,,,0,0,$22.12,$0.00,$2.88,$25.00,$23.07,$21.52,,2023-01-18,100536047801626
B-4RRXNV4,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,5x Adult,2023-01-14,2023-01-14,12:45,,,0,0,$139.40,$0.00,$18.10,$157.50,$145.88,$136.13,,,
B-4RRXNV4,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,5x Adult,2023-01-04,2023-01-14,12:45,,,0,0,$110.60,$0.00,$14.40,$125.00,$115.73,$107.98,,2023-01-09,100536046922878
B-V4K4REE,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-09,2023-01-14,14:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.23,$43.13,,2023-01-12,100536047086996
B-V4K4REE,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-14,2023-01-14,14:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-19,100536047863502
B-ZGEJ9KM,confirmed,Couples,XXXXX,XXXXX,2x Adult,2023-01-14,2023-01-14,20:30,,,1,2,$100.00,$0.00,$7.00,$107.00,$104.71,$97.71,,,
B-MEG34W8,canceled,Fat Glass,XXXXX,XXXXX,Refund,2023-01-15,2023-01-15,12:00,,,0,0,-$66.36,$0.00,-$8.64,-$75.00,-$69.32,-$64.67,,2023-01-19,100536047863502
B-MEG34W8,canceled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-01-13,2023-01-15,12:00,,,0,0,$66.36,$0.00,$8.64,$75.00,$69.32,$64.67,,2023-01-19,100536047862542
B-JEA3XJ8,confirmed,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-15,2023-01-15,17:30,,,0,0,$51.52,$0.00,$6.68,$58.20,$53.71,$50.11,,2023-01-19,100536047863502
B-JEA3XJ8,confirmed,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-14,2023-01-15,17:30,,,0,0,$88.48,$0.00,$11.52,$100.00,$92.53,$86.33,,2023-01-19,100536047863502
B-WNDWA9W,confirmed,Couples,XXXXX,XXXXX,2x Adult,2023-01-12,2023-01-15,12:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-18,100536047801626
B-9XJNA7V,confirmed,Smashed *Most Popular*,XXXXX,XXXXX,4x Adult,2023-01-15,2023-01-16,18:15,,,0,0,$88.48,$0.00,$11.52,$100.00,$92.47,$86.27,,2023-01-19,100536047863502
B-9XJNA7V,confirmed,Smashed *Most Popular*,XXXXX,XXXXX,Refund,2023-01-23,2023-01-16,18:15,,,0,0,-$88.48,$0.00,-$11.52,-$100.00,-$92.47,-$86.27,,2023-01-26,100536048090894
B-KYGVG48,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,5x Adult,2023-01-16,2023-01-16,19:30,,,0,0,$139.40,$0.00,$18.10,$157.50,$145.95,$136.20,,,
B-KYGVG48,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,5x Adult,2023-01-16,2023-01-16,19:30,,,1,5,$110.60,$0.00,$14.40,$125.00,$115.67,$107.92,,2023-01-19,100536047863502
B-77P9WXN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-15,2023-01-16,16:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.11,$43.01,,2023-01-19,100536047863502
B-77P9WXN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-16,2023-01-16,16:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-19,100536047863502
B-AG9JVAA,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-01-17,2023-01-17,20:30,,,1,2,$61.94,$0.00,$8.06,$70.00,$64.65,$60.31,,2023-01-20,100536047907960
B-AG9JVAA,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-01-17,2023-01-17,20:30,,,0,0,$8.06,$0.00,$1.04,$9.10,$8.32,$7.76,,,
B-NZXD7KE,fulfilled,Wrecked B.Y.O.B.,XXXXX,XXXXX,2x Adult,2023-01-17,2023-01-17,21:30,,,1,2,$10.62,$0.00,$1.38,$12.00,$10.83,$10.09,,2023-01-20,100536047907960
B-NZXD7KE,fulfilled,Wrecked B.Y.O.B.,XXXXX,XXXXX,2x Adult,2023-01-17,2023-01-17,21:30,,,0,0,$49.38,$0.00,$6.42,$55.80,$51.52,$48.06,,,
B-77P9JPR,fulfilled,Obliterated,XXXXX,XXXXX,7x Adult,2023-01-17,2023-01-17,16:00,,,0,0,$190.26,$0.00,$24.71,$214.97,$199.21,$185.91,,,
B-77P9JPR,fulfilled,Obliterated,XXXXX,XXXXX,7x Adult,2023-01-16,2023-01-17,16:00,,,1,7,$309.68,$0.00,$40.32,$350.00,$324.43,$302.73,,2023-01-19,100536047863502
B-55E66AM,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-18,2023-01-18,21:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.27,$43.17,,2023-01-23,100536047959197
B-3ZE5GPR,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-01-18,2023-01-18,19:45,,,0,0,$73.62,$0.00,$9.57,$83.19,$76.98,$71.82,,,
B-3ZE5GPR,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-01-17,2023-01-18,19:45,,,1,3,$66.36,$0.00,$8.64,$75.00,$69.29,$64.64,,2023-01-20,100536047907960
B-JEA5ZA9,fulfilled,Hammered,XXXXX,XXXXX,1x Adult,2023-01-19,2023-01-19,17:00,,,0,0,$39.03,$0.00,$5.07,$44.10,$40.62,$37.89,,2023-01-24,100536048005072
B-JEA5ZA9,fulfilled,Hammered,XXXXX,XXXXX,1x Adult,2023-01-16,2023-01-19,17:00,,,0,0,$30.97,$0.00,$4.03,$35.00,$32.27,$30.10,,2023-01-19,100536047863502
B-67G3DE6,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-19,2023-01-19,16:15,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-24,100536048005072
B-67G3DE6,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-18,2023-01-19,16:15,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.28,$43.18,,2023-01-23,100536047959197
B-Y6EK8G8,fulfilled,Fat Glass,XXXXX,XXXXX,2x Adult,2023-01-19,2023-01-19,19:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.18,$43.08,,2023-01-24,100536048005072
B-Y6EK8G8,fulfilled,Fat Glass,XXXXX,XXXXX,2x Adult,2023-01-19,2023-01-19,19:30,,,0,0,$95.76,$0.00,$12.44,$108.20,$100.18,$93.48,,,
B-P5XN5GK,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-01-18,2023-01-19,18:30,,,0,0,$61.94,$0.00,$8.06,$70.00,$64.71,$60.37,,2023-01-23,100536047959197
B-P5XN5GK,fulfilled,Hammered,XXXXX,XXXXX,2x Adult,2023-01-19,2023-01-19,18:30,,,0,0,$8.06,$0.00,$1.04,$9.10,$8.34,$7.78,,,
B-8PYNVW7,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-11,2023-01-21,21:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-17,100536047722758
B-9XJ3KG4,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-15,2023-01-21,13:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.18,$43.08,,2023-01-19,100536047863502
B-9XJ3KG4,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-21,2023-01-21,13:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-26,100536048090894
B-AG98MYK,fulfilled,Fat Glass,XXXXX,XXXXX,Refund,2023-01-25,2023-01-21,20:00,,,0,0,-$10.82,$0.00,-$1.41,-$12.23,-$11.34,-$10.59,,2023-01-30,100536048215957
B-AG98MYK,fulfilled,Fat Glass,XXXXX,XXXXX,3x Adult,2023-01-13,2023-01-21,20:00,,,0,0,$66.36,$0.00,$8.64,$75.00,$69.34,$64.69,,2023-01-19,100536047862542
B-3ZEMA6N,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-19,2023-01-21,18:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-24,100536048005072
B-WN4RWKW,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,4x Adult,2023-01-21,2023-01-21,16:45,,,0,0,$161.52,$0.00,$21.00,$182.52,$169.07,$157.75,,2023-01-26,100536048090894
B-55EG8AR,confirmed,Couples,XXXXX,XXXXX,2x Adult,2023-01-07,2023-01-21,22:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-12,100536047086996
B-9XJ3P75,fulfilled,Fat Glass,XXXXX,XXXXX,1x Adult,2023-01-15,2023-01-21,17:45,,,0,0,$22.12,$0.00,$2.88,$25.00,$23.01,$21.46,,2023-01-19,100536047863502
B-9XJ3P75,fulfilled,Fat Glass,XXXXX,XXXXX,1x Adult,2023-01-21,2023-01-21,17:45,,,0,0,$117.88,$0.00,$15.32,$133.20,$123.36,$115.11,,,
B-55EMG9A,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,1x Adult,2023-01-18,2023-01-21,14:30,,,0,0,$22.12,$0.00,$2.88,$25.00,$23.05,$21.50,,2023-01-23,100536047959197
B-55EMG9A,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,1x Adult,2023-01-21,2023-01-21,14:30,,,0,0,$227.88,$0.00,$29.62,$257.50,$238.64,$222.69,,2023-01-26,100536048090894
B-X9PVXX9,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-21,2023-01-21,12:15,,,0,0,$42.48,$0.00,$5.52,$48.00,$44.38,$41.40,,,
B-X9PVXX9,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-13,2023-01-21,12:15,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.30,$43.20,,2023-01-19,100536047862542
B-DPDJDJE,fulfilled,Smashed *Most Popular*,XXXXX,XXXXX,6x Adult,2023-01-16,2023-01-21,15:45,,,0,0,$132.72,$0.00,$17.28,$150.00,$138.91,$129.61,,2023-01-19,100536047863502
B-9XJV5D5,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-21,2023-01-21,15:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.25,$54.35,,,
B-9XJV5D5,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-20,2023-01-21,15:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.22,$43.12,,2023-01-25,100536048058810
B-V4KNPVN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-13,2023-01-22,14:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.20,$43.10,,2023-01-19,100536047862542
B-V4KNPVN,fulfilled,Couples,XXXXX,XXXXX,Refund,2023-01-24,2023-01-22,14:30,,,0,0,-$8.68,$0.00,-$1.12,-$9.80,-$9.10,-$8.50,,2023-01-27,100536048139640
B-KYGE3XV,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-22,2023-01-22,17:30,,,0,0,$51.52,$0.00,$6.68,$58.20,$53.71,$50.11,,2023-01-26,100536048090894
B-KYGE3XV,fulfilled,Fat Glass,XXXXX,XXXXX,4x Adult,2023-01-21,2023-01-22,17:30,,,1,4,$88.48,$0.00,$11.52,$100.00,$92.48,$86.28,,2023-01-26,100536048090894
B-RA79N79,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-22,2023-01-22,12:00,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.16,$54.26,,2023-01-26,100536048090894
B-RA79N79,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-21,2023-01-22,12:00,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-26,100536048090894
B-DPDNYWN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-20,2023-01-22,17:30,,,1,2,$44.24,$0.00,$5.76,$50.00,$46.09,$42.99,,2023-01-25,100536048058810
B-DPDNYWN,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-22,2023-01-22,17:30,,,0,0,$55.76,$0.00,$7.24,$63.00,$58.23,$54.33,,,
B-3ZE96EW,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-22,2023-01-22,16:30,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.22,$43.12,,2023-01-26,100536048090894
B-3ZE96EW,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-22,2023-01-22,16:30,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,,
B-3ZE96EW,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-22,2023-01-22,16:30,,,0,0,$25.76,$0.00,$3.34,$29.10,$26.71,$24.91,,2023-01-26,100536048090894
B-P5XVE4X,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-23,2023-01-23,21:00,,,0,0,$44.24,$0.00,$5.76,$50.00,$46.17,$43.07,,2023-01-26,100536048090894
B-P5XVE4X,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-23,2023-01-23,21:00,,,0,0,$42.48,$0.00,$5.52,$48.00,$44.34,$41.36,,,
B-P5XVE4X,fulfilled,Couples,XXXXX,XXXXX,2x Adult,2023-01-23,2023-01-23,21:00,,,0,0,$13.28,$0.00,$1.72,$15.00,$13.62,$12.70,,2023-01-26,100536048090894
